网址,上次抓取日期
https://killer-skills.com/de/skills/HoangNguyen0403/agent-skills-standard,2026-04-11
https://killer-skills.com/ar/skills/peparhugo/github-copilot-command-demo,2026-04-11
https://killer-skills.com/ar/collections/top-gemini-mcp-servers/,2026-04-11
https://killer-skills.com/ja/skills/dspangenberg/twc-ui,2026-04-11
https://killer-skills.com/ar/skills/DivineDominion/textbundler-extension,2026-04-11
https://killer-skills.com/pt/skills/majiayu000/claude-skill-registry/EXAMPLES.md/,2026-04-11
https://killer-skills.com/ar/skills/Fancu1/dotfile/deep-research,2026-04-11
https://killer-skills.com/es/skills/skobak/pix,2026-04-11
https://killer-skills.com/ko/skills/affaan-m/everything-claude-code/security-scan,2026-04-11
https://killer-skills.com/de/skills/hereandnowai/hotel-booking-ai-chatbot,2026-04-11
https://killer-skills.com/en/skills/gscalzo/gscalzo.github.io,2026-04-11
https://killer-skills.com/en/skills/evolv3ai/claude-skills-archive,2026-04-11
https://killer-skills.com/fr/skills/skobak/pix,2026-04-11
https://killer-skills.com/es/skills/grndlvl/software-patterns/pattern-selection.md/,2026-04-11
https://killer-skills.com/pt/skills/StefKors/Commitment-tauri/,2026-04-11
https://killer-skills.com/de/skills/aztr0nutzs/XENGENiX/,2026-04-11
https://killer-skills.com/pt/skills/yarang/chatbot_ai_assistant_v2/,2026-04-11
https://killer-skills.com/de/skills/sethdavis512/iridium-tambo/,2026-04-11
https://killer-skills.com/ar/skills/majiayu000/claude-skill-registry/nanobanana-skill,2026-04-11
https://killer-skills.com/ar/skills/StuartF303/vandaemon,2026-04-11
https://killer-skills.com/ar/skills/StuartF303/vandaemon/,2026-04-11
https://killer-skills.com/ja/skills/KatTate/Bmad-for-Replit/,2026-04-11
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/,2026-04-11
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/common-pitfalls.md/resources.md/standards-reference.md/ecosystem.md/security.md/,2026-04-11
https://killer-skills.com/fr/skills/jchaselubitz/drill-app/,2026-04-11
https://killer-skills.com/ar/skills/maxfraieho/garden-seedling,2026-04-11
https://killer-skills.com/fr/skills/sabaronnie/AI-Driven-Cronut-CEO-Agent/,2026-04-11
https://killer-skills.com/en/skills/sailscastshq/boring-stack,2026-04-11
https://killer-skills.com/ar/skills/kim-yeo-appweb-lab/trend-korea-app,2026-04-11
https://killer-skills.com/pt/skills/Surya-Sunkari/continuous-algorithms-solver/,2026-04-11
https://killer-skills.com/ar/skills/n8n-io/n8n/loom-transcript,2026-04-11
https://killer-skills.com/core/requirement-engineering.md,2026-04-11
https://killer-skills.com/de/skills/lem0n4id/learnin10,2026-04-11
https://killer-skills.com/de/skills/sailscastshq/boring-stack,2026-04-11
https://killer-skills.com/ar/skills/eysenfalk/git-review/,2026-04-11
https://killer-skills.com/ko/skills/denis1011101/getcourt,2026-04-11
https://killer-skills.com/pt/skills/munlucky/mirae-financial-aicc/,2026-04-11
https://killer-skills.com/es/skills/azap026/smetalabv3,2026-04-11
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/advanced-patterns.md/stellar-assets.md/ecosystem.md/frontend-stellar-sdk.md/common-pitfalls.md/api-rpc-horizon.md,2026-04-11
https://killer-skills.com/es/skills/avivsinai/sabx,2026-04-11
https://killer-skills.com/fr/skills?q=admin-panel,2026-04-11
https://killer-skills.com/ar/skills/KatTate/Katalyst-Lexicon,2026-04-11
https://killer-skills.com/zh/skills/majiayu000/claude-skill-registry/references/INSTALLATION.md/,2026-04-11
https://killer-skills.com/en/skills/HoangNguyen0403/agent-skills-standard,2026-04-11
https://killer-skills.com/ja/skills/antvis/GPT-Vis/references/references/liquid.md,2026-04-11
https://killer-skills.com/de/skills/adithya-s-k/manim_skill/rules/templates/examples/math_visualization.py/rules/rules/shapes.md,2026-04-11
https://killer-skills.com/ko/skills/takemo101/compose-workflow,2026-04-11
https://killer-skills.com/ja/skills/slidevjs/slidev/references/syntax-mdc.md,2026-04-11
https://killer-skills.com/ar/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/api-rpc-horizon.md/frontend-stellar-sdk.md/ecosystem.md/resources.md/common-pitfalls.md/stellar-assets.md/common-pitfalls.md/,2026-04-11
https://killer-skills.com/en/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/standards-reference.md/ecosystem.md/frontend-stellar-sdk.md/ecosystem.md/common-pitfalls.md/advanced-patterns.md/,2026-04-11
https://killer-skills.com/ar/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/common-pitfalls.md/advanced-patterns.md/testing.md/ecosystem.md/testing.md/security.md/common-pitfalls.md/,2026-04-11
https://killer-skills.com/ar/skills/phamhoangtuan/learn-de-opencode,2026-04-11
https://killer-skills.com/ar/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/common-pitfalls.md/common-pitfalls.md/security.md/contracts-soroban.md/,2026-04-11
https://killer-skills.com/ar/skills/remotion-dev/skills/rules/rules/sequencing.md,2026-04-11
https://killer-skills.com/fr/skills/majiayu000/claude-skill-registry/backlog-grooming-assistant,2026-04-11
https://killer-skills.com/zh/skills/phamhoangtuan/learn-de-opencode,2026-04-11
https://killer-skills.com/ja/skills/majiayu000/claude-skill-registry/doc-workflow,2026-04-11
https://killer-skills.com/es/skills/affaan-m/everything-claude-code/cpp-testing,2026-04-11
https://killer-skills.com/ja/skills/jeremylongshore/claude-code-plugins-plus-skills/api-key-auth-setup,2026-04-11
https://killer-skills.com/ko/skills/majiayu000/claude-skill-registry/skills/data/code-porter,2026-04-11
https://killer-skills.com/ja/skills/kindfi-org/kindfi/ecosystem.md/advanced-patterns.md,2026-04-11
https://killer-skills.com/en/skills/affaan-m/everything-claude-code/postgres-patterns,2026-04-11
https://killer-skills.com/ar/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/standards-reference.md/ecosystem.md/common-pitfalls.md/common-pitfalls.md/stellar-assets.md/,2026-04-11
https://killer-skills.com/ja/skills/diana-uk/senior-interview-mentor/,2026-04-11
https://killer-skills.com/ko/skills/dojoengine/daimyo,2026-04-11
https://killer-skills.com/pt/skills/diana-uk/senior-interview-mentor,2026-04-11
https://killer-skills.com/ru/skills/asheshgoplani/agent-deck,2026-04-11
https://killer-skills.com/ru/skills/asheshgoplani/agent-deck/,2026-04-11
https://killer-skills.com/ko/skills/igorder-dev/apex,2026-04-11
https://killer-skills.com/ja/skills/ma1orek/replay,2026-04-11
https://killer-skills.com/ru/skills/dhcgn/iot-ephemeral-value-store/gh-cli,2026-04-11
https://killer-skills.com/ru/skills/solanabr/solana-vault-standard/ext/solana-dev/skill/references/testing.md,2026-04-11
https://killer-skills.com/de/skills/jeremylongshore/claude-code-plugins-plus-skills/sdk-documentation-generator,2026-04-11
https://killer-skills.com/ar/skills/zorgentech/archon,2026-04-11
https://killer-skills.com/ar/skills/zorgentech/archon/,2026-04-11
https://killer-skills.com/de/skills/brendadeeznuts1111/tier-1380-omega/project-planning,2026-04-11
https://killer-skills.com/en/skills/majiayu000/claude-skill-registry/ralph,2026-04-11
https://killer-skills.com/en/skills/Blackhorse311/BotMind,2026-04-11
https://killer-skills.com/es/skills/evolv3ai/claude-skills-archive,2026-04-11
https://killer-skills.com/ar/skills/dojoengine/daimyo,2026-04-11
https://killer-skills.com/fr/skills/affaan-m/everything-claude-code/swift-actor-persistence,2026-04-11
https://killer-skills.com/fr/skills/affaan-m/everything-claude-code/django-tdd,2026-04-11
https://killer-skills.com/de/skills/google-labs-code/stitch-skills/enhance-prompt,2026-04-11
https://killer-skills.com/pt/skills/jwilger/eventcore,2026-04-11
https://killer-skills.com/fr/skills/affaan-m/everything-claude-code/springboot-security,2026-04-11
https://killer-skills.com/fr/skills/majiayu000/claude-skill-registry/ec2,2026-04-11
https://killer-skills.com/zh/skills/aryasoni98/mcpatlas,2026-04-11
https://killer-skills.com/de/skills/venturecrane/dfg-console,2026-04-11
https://killer-skills.com/en/docs/development/create-skill,2026-04-11
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/common-pitfalls.md/advanced-patterns.md/testing.md/ecosystem.md/resources.md/zk-proofs.md/,2026-04-11
https://killer-skills.com/ar/skills/affaan-m/everything-claude-code/golang-testing,2026-04-11
https://killer-skills.com/fr/skills/mullaned/next-sanity-dave,2026-04-11
https://killer-skills.com/fr/skills/ElliotJLT/Claude-Skill-Potions,2026-04-11
https://killer-skills.com/en/skills/kreuzberg-dev/kreuzberg,2026-04-11
https://killer-skills.com/en/skills/deanpeters/Product-Manager-Skills,2026-04-11
https://killer-skills.com/fr/skills?topic=openapi,2026-04-11
https://killer-skills.com/es/skills/google-labs-code/stitch-skills/enhance-prompt,2026-04-11
https://killer-skills.com/ja/skills/santosrai/santosrai.github.io,2026-04-11
https://killer-skills.com/fr/skills/pytorch/pytorch/review-checklist.md,2026-04-11
https://killer-skills.com/pt/skills/pytorch/pytorch/review-checklist.md,2026-04-11
https://killer-skills.com/fr/skills/AWS-Educate/template-nextjs-sanity-tailwind-amplify,2026-04-11
https://killer-skills.com/ja/skills/yldgio/codereview-skills,2026-04-11
https://killer-skills.com/en/skills/jlowin/fastmcp/reviewing-code,2026-04-11
https://killer-skills.com/fr/skills/hereandnowai/vision-rag,2026-04-11
https://killer-skills.com/fr/skills/louisburroughs/durion,2026-04-11
https://killer-skills.com/en/skills/adithya-s-k/manim_skill/examples/rules/examples/math_visualization.py/templates/templates/rules/camera.md/,2026-04-11
https://killer-skills.com/en/skills/MohmmedAshraf/laravel-translations/,2026-04-11
https://killer-skills.com/pt/skills/pluginagentmarketplace/custom-plugin-cpp,2026-04-11
https://killer-skills.com/fr/skills/mattgierhart/PRD-driven-context-engineering,2026-04-11
https://killer-skills.com/de/skills/coollabsio/laravel-template,2026-04-11
https://killer-skills.com/en/skills/samarv/Shanon,2026-04-11
https://killer-skills.com/en/skills/K-Dense-AI/claude-scientific-skills/neuropixels-analysis,2026-04-11
https://killer-skills.com/de/skills/StuartF303/vandaemon/,2026-04-11
https://killer-skills.com/fr/skills/karstenheld3/SharePoint-GPT-Middleware,2026-04-11
https://killer-skills.com/de/skills/affaan-m/everything-claude-code,2026-04-11
https://killer-skills.com/de/skills/onejs/one,2026-04-10
https://killer-skills.com/fr/skills/bybren-llc/story-systems-template,2026-04-10
https://killer-skills.com/fr/skills/venturecrane/dc-console,2026-04-10
https://killer-skills.com/fr/skills/venturecrane/dc-console/,2026-04-10
https://killer-skills.com/fr/skills?q=Am%C3%A9lioration de l'efficacit%C3%A9,2026-04-10
https://killer-skills.com/en/skills/CongDon1207/AGENTS.md,2026-04-10
https://killer-skills.com/en/skills/billlzzz18/skills-cli/openai-docs,2026-04-10
https://killer-skills.com/de/skills/larrykoo711/new-macos-starter,2026-04-10
https://killer-skills.com/ru/skills/arku3/phpspreadsheet-js,2026-04-10
https://killer-skills.com/es/skills/louisburroughs/durion,2026-04-10
https://killer-skills.com/pt/skills/karanchawla/vvm,2026-04-10
https://killer-skills.com/en/skills/coollabsio/laravel-template,2026-04-10
https://killer-skills.com/ru/skills/scotttrinh/nook,2026-04-10
https://killer-skills.com/pt/skills/barateza/mcp-plesk-extension-guide/references/implement.md,2026-04-10
https://killer-skills.com/pt/skills/hnabyz-bot/mcp-agent-server,2026-04-10
https://killer-skills.com/fr/skills/mattfuster/aisef-setup,2026-04-10
https://killer-skills.com/de/skills/fefogarcia/approved-skills,2026-04-10
https://killer-skills.com/pt/skills/shren207/awesome-anki,2026-04-10
https://killer-skills.com/fr/skills/samarv/Shanon,2026-04-10
https://killer-skills.com/fr/skills/crowi/crowi,2026-04-10
https://killer-skills.com/zh/skills/neondatabase/mcp-server-neon,2026-04-10
https://killer-skills.com/ar/skills/agnaldo4j/kanban_vision_api_iex,2026-04-10
https://killer-skills.com/fr/skills/callstackincubator/agent-skills/references/bundle-r8-android.md,2026-04-10
https://killer-skills.com/ru/skills/aztr0nutzs/XENGENiX/gameplay-integrator,2026-04-10
https://killer-skills.com/pt/skills/cesaroeduardo/icon-library-visualization,2026-04-10
https://killer-skills.com/ar/skills/barateza/mcp-plesk-extension-guide,2026-04-10
https://killer-skills.com/de/skills/remotion-dev/skills/rules/light-leaks.md,2026-04-10
https://killer-skills.com/en/skills/dadbodgeoff/drift,2026-04-10
https://killer-skills.com/en/skills/payloadcms/payload,2026-04-10
https://killer-skills.com/zh/skills/sanity-io/plugins,2026-04-10
https://killer-skills.com/ar/skills/luongnv89/claude-howto,2026-04-10
https://killer-skills.com/ko/skills/nevir/agentfill,2026-04-10
https://killer-skills.com/fr/skills?q=liste de panneaux tmux,2026-04-10
https://killer-skills.com/de/collections/top-ai-agent-mcp-servers/,2026-04-10
https://killer-skills.com/de/skills/barateza/mcp-plesk-extension-guide,2026-04-10
https://killer-skills.com/zh/skills/maxfraieho/garden-bloom/documentation,2026-04-10
https://killer-skills.com/ru/skills/MMorit00/fund-portfolio-bot,2026-04-10
https://killer-skills.com/ru/skills/siluat/web-projects,2026-04-10
https://killer-skills.com/en/skills/kungfuai/CVlization,2026-04-10
https://killer-skills.com/ja/skills/StuartF303/vandaemon,2026-04-10
https://killer-skills.com/pt/skills/MhL5/mhl5.vercel.app,2026-04-10
https://killer-skills.com/pt/skills/WSU-Carbon-Lab/pyref/references/rust/arrow_interop.md/examples/financial_ohlcv.py/references/rust/performance.md,2026-04-10
https://killer-skills.com/ar/skills/oaustegard/claude-skills,2026-04-10
https://killer-skills.com/ja/skills/remotion-dev/skills/rules/get-video-duration.md,2026-04-10
https://killer-skills.com/fr/skills/SpacePlushy/portfolio,2026-04-10
https://killer-skills.com/ja/skills/adithya-s-k/manim_skill/examples/examples/rules/templates/rules/positioning.md,2026-04-10
https://killer-skills.com/es/skills/xiangteng007/XXT-AGENT/voice-ai-development,2026-04-10
https://killer-skills.com/de/skills/withakay/ito,2026-04-10
https://killer-skills.com/de/skills/withakay/ito/,2026-04-10
https://killer-skills.com/ar/skills/am-will/codex-skills,2026-04-10
https://killer-skills.com/ru/skills/MarioPasc/MenGrowth/,2026-04-10
https://killer-skills.com/pt/skills/viralcode/openwhale,2026-04-10
https://killer-skills.com/pt/skills/diana-uk/senior-interview-mentor/,2026-04-10
https://killer-skills.com/ru/skills/fstandhartinger/ralph-wiggum,2026-04-10
https://killer-skills.com/fr/collections/top-automation-mcp-servers/,2026-04-10
https://killer-skills.com/ru/skills/alexanderop/second-brain-nuxt,2026-04-10
https://killer-skills.com/ko/skills/walkeros-using-step-examples/SKILL.md,2026-04-10
https://killer-skills.com/zh/skills/tadata-org/examples,2026-04-10
https://killer-skills.com/pt/collections/top-community-mcp-servers/,2026-04-10
https://killer-skills.com/de/skills/callstackincubator/agent-skills/references/native-turbo-modules.md,2026-04-10
https://killer-skills.com/pt/skills/solanabr/solana-vault-standard/ext/sendai/skills/dflow/,2026-04-10
https://killer-skills.com/pt/skills/muratcankoylan/Agent-Skills-for-Context-Engineering/references/skills/context-optimization/skills/context-degradation/skills/memory-systems/skills/filesystem-context/references/case-studies.md,2026-04-10
https://killer-skills.com/pt/skills/UmmItKin/ummit.dev/references/references/features-mocking.md,2026-04-10
https://killer-skills.com/ja/skills/openakita/openakita,2026-04-10
https://killer-skills.com/ar/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/common-pitfalls.md/ecosystem.md/api-rpc-horizon.md/ecosystem.md/frontend-stellar-sdk.md/stellar-assets.md/standards-reference.md/testing.md/advanced-patterns.md/contracts-soroban.md/,2026-04-10
https://killer-skills.com/ar/skills/qte77/RDI-AgentBeats-TestBehaveAlign,2026-04-10
https://killer-skills.com/ja/skills/pproenca/dot-skills/references/references/mem-slots.md,2026-04-10
https://killer-skills.com/ar/skills/jawsbaek/openclaw-agent-configs,2026-04-10
https://killer-skills.com/en/skills/FireworkSky/RotatingartLauncher,2026-04-10
https://killer-skills.com/de/skills/davidkimai/ralph-zero,2026-04-10
https://killer-skills.com/ru/skills/antvis/GPT-Vis/references/references/liquid.md,2026-04-10
https://killer-skills.com/ar/skills/Salmanferozkhan/Cloud-and-fast-api,2026-04-10
https://killer-skills.com/ar/skills/mullaned/next-sanity-dave,2026-04-10
https://killer-skills.com/zh/skills/bretstarr2024/The-Long-Walk/,2026-04-10
https://killer-skills.com/ar/skills/sltc-dev/core-foundry,2026-04-10
https://killer-skills.com/ja/skills/pproenca/dot-skills/references/references/ds-defaultdict.md,2026-04-10
https://killer-skills.com/de/collections/top-openai-mcp-servers/,2026-04-10
https://killer-skills.com/ar/skills/danielmiessler/Personal_AI_Infrastructure/Council,2026-04-10
https://killer-skills.com/zh/skills/fierzone/agent-skills-standard,2026-04-10
https://killer-skills.com/ar/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/common-pitfalls.md/ecosystem.md/api-rpc-horizon.md/ecosystem.md/advanced-patterns.md/frontend-stellar-sdk.md/api-rpc-horizon.md/testing.md/contracts-soroban.md/stellar-assets.md/,2026-04-10
https://killer-skills.com/ar/skills/commands/c-research.md,2026-04-10
https://killer-skills.com/en/skills/husamql3/pstrack,2026-04-10
https://killer-skills.com/ko/skills/onejs/one,2026-04-10
https://killer-skills.com/ja/skills/ajdhoward/moltbot-sandbox1,2026-04-10
https://killer-skills.com/ar/skills/WSU-Carbon-Lab/pyref,2026-04-10
https://killer-skills.com/pt/skills/majiayu000/claude-skill-registry/references/edit-use-flatmap-for-conditional.md/,2026-04-10
https://killer-skills.com/pt/skills/kettleofketchup/DraftForge/resources/loading-and-error-states.md/,2026-04-10
https://killer-skills.com/en/skills/synapticore-io/marimo-flow/references/problem_types.md,2026-04-10
https://killer-skills.com/en/skills/synapticore-io/marimo-flow/references/advanced_solvers.md,2026-04-10
https://killer-skills.com/en/skills/remotion-dev/skills/rules/trimming.md/,2026-04-10
https://killer-skills.com/ar/skills/WSU-Carbon-Lab/pyref/examples/references/rust/references/migration_spark.md,2026-04-10
https://killer-skills.com/pt/skills/brendadeeznuts1111/tier-1380-omega,2026-04-10
https://killer-skills.com/ja/skills/lem0n4id/learnin10,2026-04-10
https://killer-skills.com/ar/skills/bartstc/vite-ts-react-template,2026-04-10
https://killer-skills.com/pt/skills/ixahmedxi/vitest-perf-benchmarks/references/references/features-mocking.md,2026-04-10
https://killer-skills.com/pt/skills/callstackincubator/agent-skills/upgrading-react-native/references/upgrading-react-native.md,2026-04-10
https://killer-skills.com/pt/skills/callstackincubator/agent-skills/upgrading-react-native/references/upgrade-verification.md,2026-04-10
https://killer-skills.com/pt/skills/callstackincubator/agent-skills/upgrading-react-native/references/upgrading-dependencies.md,2026-04-10
https://killer-skills.com/ko/skills/felixzhu97/finpulse,2026-04-10
https://killer-skills.com/en/skills/antvis/GPT-Vis/references/references/treemap.md,2026-04-10
https://killer-skills.com/en/skills/pproenca/dot-skills/references/references/mem-slots.md,2026-04-10
https://killer-skills.com/fr/skills/hereandnowai/hotel-booking-ai-chatbot,2026-04-10
https://killer-skills.com/ar/skills/Salmanferozkhan/Cloud-and-fast-api/,2026-04-10
https://killer-skills.com/fr/skills/c4kar/Kukufi/,2026-04-10
https://killer-skills.com/pt/skills/antvis/GPT-Vis/references/word-cloud.md,2026-04-10
https://killer-skills.com/ja/skills/untitled-data-company/data-skills,2026-04-10
https://killer-skills.com/pt/skills/WhatIfWeDigDeeper/typescript-features-by-version/,2026-04-10
https://killer-skills.com/ar/skills/MQFacultyOfArts/PromptGrimoireTool/code-review,2026-04-10
https://killer-skills.com/de/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/standards-reference.md/ecosystem.md/common-pitfalls.md/common-pitfalls.md/stellar-assets.md/,2026-04-10
https://killer-skills.com/pt/skills/pyinx/ceo-skills-plugin,2026-04-10
https://killer-skills.com/ru/skills/SYUNTA99/NS-ENGINE,2026-04-10
https://killer-skills.com/ja/skills/ncrmro/deepwork-permanent-portfolio,2026-04-10
https://killer-skills.com/ja/skills/rohitg00/manim-video-generator,2026-04-10
